time_exchange,time_coinapi,uuid,price,size,taker_side,symbol_id,sequence,type
2025-11-23T22:39:37.0296830Z,2025-11-23T22:39:37.0394841Z,7140a275-201d-4eeb-90c5-2fce50d60b0d,87697.63,5.123e-05,BUY,COINBASE_SPOT_BTC_USD,3901855,trade
2025-11-23T22:39:37.0296830Z,2025-11-23T22:39:37.0403836Z,432c8fb2-5e07-405c-ad84-6e030d54a9ff,87697.65,0.00010891,BUY,COINBASE_SPOT_BTC_USD,3901856,trade
2025-11-23T22:39:37.1883310Z,2025-11-23T22:39:37.1957262Z,95204d68-3932-4ae8-887f-98a70bbdf865,87697.63,5.123e-05,BUY,COINBASE_SPOT_BTC_USD,3901857,trade
2025-11-23T22:39:37.1883310Z,2025-11-23T22:39:37.1958897Z,d54c7658-c2bd-46b0-9ad0-855e113effa3,87697.65,0.00107765,BUY,COINBASE_SPOT_BTC_USD,3901858,trade
2025-11-23T22:39:37.1898060Z,2025-11-23T22:39:37.2003641Z,f14db276-5b6e-4626-b36d-b8251d34ad34,87697.65,0.0004432,BUY,COINBASE_SPOT_BTC_USD,3901859,trade
2025-11-23T22:39:37.2205710Z,2025-11-23T22:39:37.2275530Z,5a74a084-f474-4337-a8ef-fc21639319a5,87697.65,0.00011289,BUY,COINBASE_SPOT_BTC_USD,3901860,trade
2025-11-23T22:39:37.2348580Z,2025-11-23T22:39:37.2429423Z,aa8d140a-5404-4aff-a366-a658423b0966,87697.65,0.00056444,BUY,COINBASE_SPOT_BTC_USD,3901861,trade
2025-11-23T22:39:37.5761340Z,2025-11-23T22:39:37.5863267Z,b1888950-6d1f-4a82-8c00-86154cf228f6,87697.65,0.00055609,BUY,COINBASE_SPOT_BTC_USD,3901862,trade
2025-11-23T22:39:37.7025570Z,2025-11-23T22:39:37.7159840Z,ed6ed9de-bcd1-4090-a511-2d54ee0956b8,87697.63,0.07122473,SELL,COINBASE_SPOT_BTC_USD,3901863,trade
2025-11-23T22:39:37.7031850Z,2025-11-23T22:39:37.7162000Z,f6ec9a68-30d1-4111-8a1d-25f3a2b28aa4,87697.63,0.00969174,SELL,COINBASE_SPOT_BTC_USD,3901864,trade
2025-11-23T22:39:37.7034750Z,2025-11-23T22:39:37.7163883Z,c7d0474f-d84c-4c79-94a2-6218782cccac,87697.63,0.00169496,SELL,COINBASE_SPOT_BTC_USD,3901865,trade
2025-11-23T22:39:37.7037780Z,2025-11-23T22:39:37.7167491Z,7840dd9a-aa8f-4446-a2db-d99edc534573,87697.63,0.00020971,SELL,COINBASE_SPOT_BTC_USD,3901866,trade
2025-11-23T22:39:37.7038720Z,2025-11-23T22:39:37.7169006Z,d06c09a0-6af9-4c84-9870-04e24cbf6dac,87697.63,0.00731392,SELL,COINBASE_SPOT_BTC_USD,3901867,trade
2025-11-23T22:39:37.7047360Z,2025-11-23T22:39:37.7179740Z,3b3c1abb-0e82-4d68-81c2-e992cd97c713,87697.63,0.01210575,SELL,COINBASE_SPOT_BTC_USD,3901868,trade
2025-11-23T22:39:37.7087810Z,2025-11-23T22:39:37.7199556Z,3256ba6a-562d-4deb-ad36-03015b45d6d1,87697.62,0.00075079,SELL,COINBASE_SPOT_BTC_USD,3901869,trade
2025-11-23T22:39:37.7088460Z,2025-11-23T22:39:37.7201077Z,5b69d70f-189e-4b48-addf-fc1e75dd0e2c,87697.62,0.00067471,SELL,COINBASE_SPOT_BTC_USD,3901870,trade
2025-11-23T22:39:37.7099420Z,2025-11-23T22:39:37.7210041Z,f6ceceda-2544-4968-bf54-f2c1fa074293,87697.62,0.00026796,SELL,COINBASE_SPOT_BTC_USD,3901871,trade
2025-11-23T22:39:37.7099420Z,2025-11-23T22:39:37.7210997Z,7e920383-356b-4497-abb4-2eb105bb079f,87697.62,0.0083187,SELL,COINBASE_SPOT_BTC_USD,3901872,trade
2025-11-23T22:39:37.7104370Z,2025-11-23T22:39:37.7213145Z,1cb34a77-835d-4ed8-b3b4-510d161956f0,87697.62,0.00045337,SELL,COINBASE_SPOT_BTC_USD,3901873,trade
