time_exchange,time_coinapi,uuid,price,size,taker_side,symbol_id,sequence,type
2025-11-26T06:24:35.3918420Z,2025-11-26T06:24:35.4008208Z,792e42f6-464f-42d1-bc66-73710f8d8924,87547.35,0.00285731,SELL,COINBASE_SPOT_BTC_USD,5586867,trade
2025-11-26T06:24:36.6087600Z,2025-11-26T06:24:36.6161512Z,2a596169-67f9-4f34-9a38-efd3542a9e68,87547.36,1.747e-05,BUY,COINBASE_SPOT_BTC_USD,5586868,trade
2025-11-26T06:24:36.6203820Z,2025-11-26T06:24:36.6274047Z,7ccfae87-c0ad-46c7-8d09-2069e56d1b9c,87547.36,0.00054156,BUY,COINBASE_SPOT_BTC_USD,5586869,trade
2025-11-26T06:24:37.4638820Z,2025-11-26T06:24:37.4716619Z,af002f74-2cbe-4eef-bb03-532db4caa84b,87547.36,0.00113061,BUY,COINBASE_SPOT_BTC_USD,5586870,trade
2025-11-26T06:24:40.7412390Z,2025-11-26T06:24:40.7519465Z,8160f9d1-543d-45aa-b053-96890452ecac,87547.36,0.00015849,BUY,COINBASE_SPOT_BTC_USD,5586871,trade
2025-11-26T06:24:41.2644470Z,2025-11-26T06:24:41.2717415Z,7bc167dd-8955-4cb2-bb2a-258a7c41dbbc,87547.36,0.00110888,BUY,COINBASE_SPOT_BTC_USD,5586872,trade
2025-11-26T06:24:41.5864570Z,2025-11-26T06:24:41.5989411Z,112d4177-8667-40c1-b4ba-4ce258270ed6,87547.35,0.63567317,SELL,COINBASE_SPOT_BTC_USD,5586873,trade
2025-11-26T06:24:41.5864570Z,2025-11-26T06:24:41.5992815Z,253f3c8d-d6b5-4693-9153-90f845604730,87547.35,3.341e-05,SELL,COINBASE_SPOT_BTC_USD,5586874,trade
2025-11-26T06:24:41.5864570Z,2025-11-26T06:24:41.5995343Z,17c7b9d7-22eb-499d-a69e-ad4a7cfba99b,87547.35,0.00456873,SELL,COINBASE_SPOT_BTC_USD,5586875,trade
2025-11-26T06:24:41.5864570Z,2025-11-26T06:24:41.6000409Z,34db8c0e-5fe5-4e94-a4df-52b376e52c6a,87547.35,0.061469,SELL,COINBASE_SPOT_BTC_USD,5586876,trade
2025-11-26T06:24:41.5864570Z,2025-11-26T06:24:41.6002740Z,68370910-7a45-42ea-bd38-dbfabc9b8f20,87547.35,0.002857,SELL,COINBASE_SPOT_BTC_USD,5586877,trade
2025-11-26T06:24:41.5864570Z,2025-11-26T06:24:41.6005687Z,6d8fd939-d057-4698-8ff8-0a6d9bf583f9,87546.91,0.01142245,SELL,COINBASE_SPOT_BTC_USD,5586878,trade
2025-11-26T06:24:41.5865260Z,2025-11-26T06:24:41.6007355Z,d2ed46d1-2c2d-446d-a6b3-9f5817984234,87545.99,0.005046,SELL,COINBASE_SPOT_BTC_USD,5586879,trade
2025-11-26T06:24:41.5865260Z,2025-11-26T06:24:41.6009579Z,b258a883-487a-4b3a-b5e1-194759093b3f,87545.5,0.04843322,SELL,COINBASE_SPOT_BTC_USD,5586880,trade
2025-11-26T06:24:41.5872060Z,2025-11-26T06:24:41.6019171Z,5ca22dec-2c05-4777-ae89-e9ce53de4727,87545.0,0.0011,SELL,COINBASE_SPOT_BTC_USD,5586881,trade
