time_exchange,time_coinapi,uuid,price,size,taker_side,symbol_id,sequence,type
2025-11-26T06:35:24.0512090Z,2025-11-26T06:35:24.0587011Z,ef344645-4f17-497b-bc7c-09dc6b6a97de,87447.58,0.00223099,BUY,COINBASE_SPOT_BTC_USD,5591945,trade
2025-11-26T06:35:25.4478100Z,2025-11-26T06:35:25.4557421Z,60c03e81-dab4-4b8c-aa50-f69960d114a3,87447.58,0.0044605,BUY,COINBASE_SPOT_BTC_USD,5591946,trade
2025-11-26T06:35:26.2579480Z,2025-11-26T06:35:26.2648507Z,53a94783-8605-4bd5-b256-bc9299776c87,87447.58,0.00012557,BUY,COINBASE_SPOT_BTC_USD,5591947,trade
2025-11-26T06:35:26.2579480Z,2025-11-26T06:35:26.2650791Z,f42b408f-8249-457b-a560-e6aecf45aee9,87447.58,4.171e-05,BUY,COINBASE_SPOT_BTC_USD,5591948,trade
2025-11-26T06:35:26.7875100Z,2025-11-26T06:35:26.7954402Z,587b2cae-3cb3-4cf1-8227-a578b5d75ce4,87447.58,0.00017482,BUY,COINBASE_SPOT_BTC_USD,5591949,trade
2025-11-26T06:35:26.7875100Z,2025-11-26T06:35:26.7957344Z,f9d7dbfc-3dbd-4ae0-923e-95b91a9108f7,87447.58,9.417e-05,BUY,COINBASE_SPOT_BTC_USD,5591950,trade
2025-11-26T06:35:26.7875100Z,2025-11-26T06:35:26.7959148Z,452ca48d-2a25-4912-90af-750735f60dc9,87447.58,3.43e-05,BUY,COINBASE_SPOT_BTC_USD,5591951,trade
2025-11-26T06:35:26.7875100Z,2025-11-26T06:35:26.7960709Z,dc832af1-d5b6-4ed2-9848-da5bdfe5dae7,87447.58,0.03400314,BUY,COINBASE_SPOT_BTC_USD,5591952,trade
2025-11-26T06:35:26.7875710Z,2025-11-26T06:35:26.7961886Z,eedef40f-9692-4bb3-b725-42f8f0602d25,87447.58,0.02317397,BUY,COINBASE_SPOT_BTC_USD,5591953,trade
2025-11-26T06:35:26.7875710Z,2025-11-26T06:35:26.7963575Z,145a8278-85a9-4bb3-bd34-a57be7328d85,87447.6,0.02426596,BUY,COINBASE_SPOT_BTC_USD,5591954,trade
2025-11-26T06:35:26.7881370Z,2025-11-26T06:35:26.7966494Z,bcb7de60-2032-440f-a4f4-dd08b8f2c94e,87448.43,0.03430643,BUY,COINBASE_SPOT_BTC_USD,5591955,trade
2025-11-26T06:35:26.7881370Z,2025-11-26T06:35:26.7970995Z,09a64e44-20f1-4d13-a019-697d9b26ee29,87449.99,0.06092308,BUY,COINBASE_SPOT_BTC_USD,5591956,trade
2025-11-26T06:35:26.7910580Z,2025-11-26T06:35:26.7980876Z,bcda5f79-afc8-470a-9e25-ebc318f55363,87449.99,0.03430643,BUY,COINBASE_SPOT_BTC_USD,5591957,trade
2025-11-26T06:35:26.7910580Z,2025-11-26T06:35:26.7981863Z,07a2cfcf-f98e-4d1a-937f-97784189cd3c,87450.35,1.3e-05,BUY,COINBASE_SPOT_BTC_USD,5591958,trade
2025-11-26T06:35:26.7920920Z,2025-11-26T06:35:26.8033365Z,a5c6ce18-4b6f-41d9-a144-ba03819c572f,87451.87,0.22869722,BUY,COINBASE_SPOT_BTC_USD,5591959,trade
2025-11-26T06:35:26.8249290Z,2025-11-26T06:35:26.8332170Z,d3158b80-c879-4adc-aaf4-8215c1e5c967,87451.93,0.00422,BUY,COINBASE_SPOT_BTC_USD,5591960,trade
2025-11-26T06:35:26.8453220Z,2025-11-26T06:35:26.8524033Z,cf813634-fd87-498f-a072-f9db4ec31c62,87452.67,0.002304,BUY,COINBASE_SPOT_BTC_USD,5591961,trade
2025-11-26T06:35:26.8453220Z,2025-11-26T06:35:26.8526597Z,f92b37b3-ce6a-40fc-a6db-8d463b8972db,87454.81,0.00920283,BUY,COINBASE_SPOT_BTC_USD,5591962,trade
2025-11-26T06:35:26.8453250Z,2025-11-26T06:35:26.8528129Z,fd067342-4d59-4fba-a8c1-542231e75f39,87454.81,0.08602668,BUY,COINBASE_SPOT_BTC_USD,5591963,trade
2025-11-26T06:35:26.8516070Z,2025-11-26T06:35:26.8590710Z,9a133c8e-dda4-44b3-a00d-7d82ebb80ff2,87455.2,1.3e-05,BUY,COINBASE_SPOT_BTC_USD,5591964,trade
2025-11-26T06:35:27.3163340Z,2025-11-26T06:35:27.3235634Z,dd733de2-fab4-4ed3-af8e-20ae0612a5ee,87457.01,0.00022223,BUY,COINBASE_SPOT_BTC_USD,5591965,trade
2025-11-26T06:35:27.3494950Z,2025-11-26T06:35:27.3565866Z,a9e86cc9-4c6f-4f9b-a933-6cadcaf79239,87457.01,0.00012777,BUY,COINBASE_SPOT_BTC_USD,5591966,trade
2025-11-26T06:35:27.3494950Z,2025-11-26T06:35:27.3568471Z,fb56c106-2f47-40e4-8149-87c21f423857,87457.01,2.863e-05,BUY,COINBASE_SPOT_BTC_USD,5591967,trade
2025-11-26T06:35:27.3494950Z,2025-11-26T06:35:27.3570151Z,78964449-8c83-40b0-a747-46846670ad5f,87457.01,0.00062147,BUY,COINBASE_SPOT_BTC_USD,5591968,trade
2025-11-26T06:35:28.0224510Z,2025-11-26T06:35:28.0296805Z,80f76506-c001-419f-8e36-bc394c1cb963,87457.0,0.03983,SELL,COINBASE_SPOT_BTC_USD,5591969,trade
2025-11-26T06:35:28.0224510Z,2025-11-26T06:35:28.0299191Z,239c167c-d734-42b9-8f4d-8d33f267e895,87457.0,0.03846,SELL,COINBASE_SPOT_BTC_USD,5591970,trade
2025-11-26T06:35:28.0224510Z,2025-11-26T06:35:28.0300777Z,5f02f1e7-284b-4ad9-afd9-b35157ca9abb,87457.0,0.0515,SELL,COINBASE_SPOT_BTC_USD,5591971,trade
2025-11-26T06:35:28.0224510Z,2025-11-26T06:35:28.0301618Z,17b845f6-b7c4-4c1e-adf5-3816710063a5,87457.0,3.538e-05,SELL,COINBASE_SPOT_BTC_USD,5591972,trade
2025-11-26T06:35:28.0224510Z,2025-11-26T06:35:28.0302342Z,f1d9ba38-66da-4c55-b05a-6f3e41b5e69b,87457.0,0.07017462,SELL,COINBASE_SPOT_BTC_USD,5591973,trade
2025-11-26T06:35:31.1254390Z,2025-11-26T06:35:31.1325463Z,bb5a8f19-c8f5-4c8b-9495-57eeeb80bc9d,87457.01,0.00352558,BUY,COINBASE_SPOT_BTC_USD,5591974,trade
2025-11-26T06:35:31.1707080Z,2025-11-26T06:35:31.1774995Z,89296349-66bb-46df-92e8-457fda5f419a,87457.0,0.00115498,SELL,COINBASE_SPOT_BTC_USD,5591975,trade
2025-11-26T06:35:32.0850380Z,2025-11-26T06:35:32.0919088Z,1654fdab-94e6-429d-bc9a-63911555d9e4,87457.0,0.00010862,SELL,COINBASE_SPOT_BTC_USD,5591976,trade
2025-11-26T06:35:32.3886400Z,2025-11-26T06:35:32.3953924Z,982c909d-255b-4e2d-bcd9-b515cb6e3365,87457.0,0.00020009,SELL,COINBASE_SPOT_BTC_USD,5591977,trade
2025-11-26T06:35:32.4802730Z,2025-11-26T06:35:32.4871820Z,ca7a96a7-143c-4f51-83ab-7d98139e032d,87457.01,0.00021975,BUY,COINBASE_SPOT_BTC_USD,5591978,trade
2025-11-26T06:35:32.4802730Z,2025-11-26T06:35:32.4873677Z,3ac75e97-6904-4c3b-a630-6fcdd5433feb,87457.01,2.48e-06,BUY,COINBASE_SPOT_BTC_USD,5591979,trade
2025-11-26T06:35:32.6303350Z,2025-11-26T06:35:32.6374017Z,917ff440-e9a8-4a9d-93e7-7f34e6294e89,87457.01,0.00010828,BUY,COINBASE_SPOT_BTC_USD,5591980,trade
2025-11-26T06:35:33.2445280Z,2025-11-26T06:35:33.2530051Z,bedffaa0-91e6-415d-9dc5-a07d5bf0d8e6,87457.01,0.00010578,BUY,COINBASE_SPOT_BTC_USD,5591981,trade
2025-11-26T06:35:33.2445280Z,2025-11-26T06:35:33.2533131Z,dcb360d0-51df-4420-b182-76174f3b0b22,87457.01,6.899e-05,BUY,COINBASE_SPOT_BTC_USD,5591982,trade
2025-11-26T06:35:35.6942810Z,2025-11-26T06:35:35.7011053Z,4a5b583e-8399-4761-9443-7971c0e3c4f5,87457.01,1.12e-05,BUY,COINBASE_SPOT_BTC_USD,5591983,trade
2025-11-26T06:35:36.7312210Z,2025-11-26T06:35:36.7421950Z,3c186f93-1f15-42cd-b3a2-81c30e66e9df,87457.0,0.03399427,SELL,COINBASE_SPOT_BTC_USD,5591984,trade
2025-11-26T06:35:36.7312210Z,2025-11-26T06:35:36.7427016Z,6f132017-3c76-4575-9d3f-53248a31a179,87457.0,0.0029272,SELL,COINBASE_SPOT_BTC_USD,5591985,trade
2025-11-26T06:35:40.2481610Z,2025-11-26T06:35:40.2567829Z,bf35899b-0a7d-48a1-9026-01303b230ddc,87456.95,0.00017146,BUY,COINBASE_SPOT_BTC_USD,5591986,trade
